type1,classifier1,class1,type2,classifier2,class2,overlap
SourcesOfInterest,FINK_PORTAL,Solar System MPC,SourcesOfInterest,FINK_PORTAL,Solar System MPC,56291.0
AlertsOfInterest,FINK_PORTAL,Solar System MPC,AlertsOfInterest,FINK_PORTAL,Solar System MPC,56291.0
SourcesOfInterest,FEATURES,FC-59,SourcesOfInterest,FEATURES,FC-59,2890.0
AlertsOfInterest,FEATURES,FC-59,AlertsOfInterest,FEATURES,FC-59,2890.0
SourcesOfInterest,FEATURES,FC-6,SourcesOfInterest,FEATURES,FC-6,2749.0
AlertsOfInterest,FEATURES,FC-6,AlertsOfInterest,FEATURES,FC-6,2749.0
AlertsOfInterest,FINK_PORTAL,QSO,AlertsOfInterest,FINK_PORTAL,QSO,1737.0
SourcesOfInterest,FINK_PORTAL,QSO,SourcesOfInterest,FINK_PORTAL,QSO,1737.0
SourcesOfInterest,FINK_PORTAL,SN candidate,SourcesOfInterest,FINK_PORTAL,SN candidate,1431.0
AlertsOfInterest,FINK_PORTAL,SN candidate,AlertsOfInterest,FINK_PORTAL,SN candidate,1431.0
AlertsOfInterest,FINK_PORTAL,Solar System candidate,AlertsOfInterest,FINK_PORTAL,Solar System candidate,1260.0
SourcesOfInterest,FINK_PORTAL,Solar System candidate,SourcesOfInterest,FINK_PORTAL,Solar System candidate,1260.0
SourcesOfInterest,FINK_PORTAL,Tracklet,SourcesOfInterest,FINK_PORTAL,Tracklet,915.0
AlertsOfInterest,FINK_PORTAL,Tracklet,AlertsOfInterest,FINK_PORTAL,Tracklet,915.0
SourcesOfInterest,FINK_PORTAL,Star,SourcesOfInterest,FINK_PORTAL,Star,585.0
AlertsOfInterest,FINK_PORTAL,Star,AlertsOfInterest,FINK_PORTAL,Star,585.0
AlertsOfInterest,FEATURES,FC-41,AlertsOfInterest,FEATURES,FC-41,451.0
SourcesOfInterest,FEATURES,FC-41,SourcesOfInterest,FEATURES,FC-41,451.0
AlertsOfInterest,FEATURES,FC-7,AlertsOfInterest,FEATURES,FC-7,411.0
SourcesOfInterest,FEATURES,FC-7,SourcesOfInterest,FEATURES,FC-7,411.0
AlertsOfInterest,FEATURES,FC-23,AlertsOfInterest,FEATURES,FC-23,409.0
SourcesOfInterest,FEATURES,FC-23,SourcesOfInterest,FEATURES,FC-23,409.0
AlertsOfInterest,FEATURES,FC-54,AlertsOfInterest,FEATURES,FC-54,350.0
SourcesOfInterest,FEATURES,FC-54,SourcesOfInterest,FEATURES,FC-54,350.0
SourcesOfInterest,FINK_PORTAL,EclBin,SourcesOfInterest,FINK_PORTAL,EclBin,274.0
AlertsOfInterest,FINK_PORTAL,EclBin,AlertsOfInterest,FINK_PORTAL,EclBin,274.0
AlertsOfInterest,FEATURES,FC-36,AlertsOfInterest,FEATURES,FC-36,194.0
SourcesOfInterest,FEATURES,FC-36,SourcesOfInterest,FEATURES,FC-36,194.0
AlertsOfInterest,FINK_PORTAL,EB*,AlertsOfInterest,FINK_PORTAL,EB*,193.0
SourcesOfInterest,FINK_PORTAL,EB*,SourcesOfInterest,FINK_PORTAL,EB*,193.0
SourcesOfInterest,FEATURES,FC-14,SourcesOfInterest,FEATURES,FC-14,185.0
AlertsOfInterest,FEATURES,FC-14,AlertsOfInterest,FEATURES,FC-14,185.0
AlertsOfInterest,FINK_PORTAL,RRLyr,AlertsOfInterest,FINK_PORTAL,RRLyr,184.0
SourcesOfInterest,FINK_PORTAL,RRLyr,SourcesOfInterest,FINK_PORTAL,RRLyr,184.0
AlertsOfInterest,FEATURES,FC-2,AlertsOfInterest,FEATURES,FC-2,158.0
SourcesOfInterest,FEATURES,FC-2,SourcesOfInterest,FEATURES,FC-2,158.0
SourcesOfInterest,FINK_PORTAL,V*,SourcesOfInterest,FINK_PORTAL,V*,155.0
AlertsOfInterest,FINK_PORTAL,V*,AlertsOfInterest,FINK_PORTAL,V*,155.0
SourcesOfInterest,FINK_PORTAL,EB*_Candidate,SourcesOfInterest,FINK_PORTAL,EB*_Candidate,141.0
AlertsOfInterest,FINK_PORTAL,EB*_Candidate,AlertsOfInterest,FINK_PORTAL,EB*_Candidate,141.0
AlertsOfInterest,FEATURES,FC-24,AlertsOfInterest,FEATURES,FC-24,129.0
SourcesOfInterest,FEATURES,FC-24,SourcesOfInterest,FEATURES,FC-24,129.0
SourcesOfInterest,FINK_PORTAL,Star,SourcesOfInterest,FEATURES,FC-59,97.0
SourcesOfInterest,FEATURES,FC-59,SourcesOfInterest,FINK_PORTAL,Star,97.0
AlertsOfInterest,FEATURES,FC-59,AlertsOfInterest,FINK_PORTAL,Star,97.0
AlertsOfInterest,FINK_PORTAL,Star,AlertsOfInterest,FEATURES,FC-59,97.0
AlertsOfInterest,FEATURES,FC-15,AlertsOfInterest,FEATURES,FC-15,86.0
SourcesOfInterest,FEATURES,FC-15,SourcesOfInterest,FEATURES,FC-15,86.0
SourcesOfInterest,FINK_PORTAL,LongPeriodV*,SourcesOfInterest,FINK_PORTAL,LongPeriodV*,83.0
AlertsOfInterest,FINK_PORTAL,LongPeriodV*,AlertsOfInterest,FINK_PORTAL,LongPeriodV*,83.0
AlertsOfInterest,FINK_PORTAL,BYDraV*,AlertsOfInterest,FINK_PORTAL,BYDraV*,68.0
SourcesOfInterest,FINK_PORTAL,BYDraV*,SourcesOfInterest,FINK_PORTAL,BYDraV*,68.0
AlertsOfInterest,FEATURES,FC-52,AlertsOfInterest,FEATURES,FC-52,65.0
SourcesOfInterest,FEATURES,FC-52,SourcesOfInterest,FEATURES,FC-52,65.0
SourcesOfInterest,FEATURES,FC-49,SourcesOfInterest,FEATURES,FC-49,62.0
AlertsOfInterest,FEATURES,FC-49,AlertsOfInterest,FEATURES,FC-49,62.0
AlertsOfInterest,FINK_PORTAL,LPV*,AlertsOfInterest,FINK_PORTAL,LPV*,61.0
SourcesOfInterest,FINK_PORTAL,LPV*,SourcesOfInterest,FINK_PORTAL,LPV*,61.0
AlertsOfInterest,FINK_PORTAL,Radio,AlertsOfInterest,FINK_PORTAL,Radio,59.0
SourcesOfInterest,FEATURES,FC-6,SourcesOfInterest,FINK_PORTAL,Star,59.0
SourcesOfInterest,FINK_PORTAL,Star,SourcesOfInterest,FEATURES,FC-6,59.0
AlertsOfInterest,FINK_PORTAL,Star,AlertsOfInterest,FEATURES,FC-6,59.0
AlertsOfInterest,FEATURES,FC-6,AlertsOfInterest,FINK_PORTAL,Star,59.0
SourcesOfInterest,FINK_PORTAL,Radio,SourcesOfInterest,FINK_PORTAL,Radio,59.0
AlertsOfInterest,FINK_PORTAL,QSO,AlertsOfInterest,FEATURES,FC-7,57.0
AlertsOfInterest,FEATURES,FC-7,AlertsOfInterest,FINK_PORTAL,QSO,57.0
SourcesOfInterest,FINK_PORTAL,QSO,SourcesOfInterest,FEATURES,FC-7,57.0
SourcesOfInterest,FEATURES,FC-7,SourcesOfInterest,FINK_PORTAL,QSO,57.0
SourcesOfInterest,FEATURES,FC-35,SourcesOfInterest,FEATURES,FC-35,56.0
AlertsOfInterest,FEATURES,FC-35,AlertsOfInterest,FEATURES,FC-35,56.0
AlertsOfInterest,FEATURES,FC-26,AlertsOfInterest,FEATURES,FC-26,55.0
SourcesOfInterest,FEATURES,FC-26,SourcesOfInterest,FEATURES,FC-26,55.0
AlertsOfInterest,FEATURES,FC-4,AlertsOfInterest,FEATURES,FC-4,54.0
SourcesOfInterest,FEATURES,FC-4,SourcesOfInterest,FEATURES,FC-4,54.0
AlertsOfInterest,FEATURES,FC-44,AlertsOfInterest,FEATURES,FC-44,52.0
SourcesOfInterest,FEATURES,FC-44,SourcesOfInterest,FEATURES,FC-44,52.0
AlertsOfInterest,FINK_PORTAL,LP*_Candidate,AlertsOfInterest,FINK_PORTAL,LP*_Candidate,46.0
SourcesOfInterest,FINK_PORTAL,LP*_Candidate,SourcesOfInterest,FINK_PORTAL,LP*_Candidate,46.0
SourcesOfInterest,FINK_PORTAL,RRLyrae,SourcesOfInterest,FINK_PORTAL,RRLyrae,45.0
AlertsOfInterest,FINK_PORTAL,RRLyrae,AlertsOfInterest,FINK_PORTAL,RRLyrae,45.0
AlertsOfInterest,FINK_PORTAL,QSO,AlertsOfInterest,FEATURES,FC-23,44.0
AlertsOfInterest,FINK_PORTAL,Variable*,AlertsOfInterest,FINK_PORTAL,Variable*,44.0
AlertsOfInterest,FEATURES,FC-23,AlertsOfInterest,FINK_PORTAL,QSO,44.0
SourcesOfInterest,FEATURES,FC-23,SourcesOfInterest,FINK_PORTAL,QSO,44.0
SourcesOfInterest,FINK_PORTAL,QSO,SourcesOfInterest,FEATURES,FC-23,44.0
SourcesOfInterest,FINK_PORTAL,Variable*,SourcesOfInterest,FINK_PORTAL,Variable*,44.0
SourcesOfInterest,FINK_PORTAL,BYDra,SourcesOfInterest,FINK_PORTAL,BYDra,38.0
AlertsOfInterest,FINK_PORTAL,BYDra,AlertsOfInterest,FINK_PORTAL,BYDra,38.0
AlertsOfInterest,FINK_PORTAL,QSO,AlertsOfInterest,FEATURES,FC-36,36.0
AlertsOfInterest,FEATURES,FC-36,AlertsOfInterest,FINK_PORTAL,QSO,36.0
SourcesOfInterest,FINK_PORTAL,QSO,SourcesOfInterest,FEATURES,FC-36,36.0
SourcesOfInterest,FINK_PORTAL,SB*,SourcesOfInterest,FINK_PORTAL,SB*,36.0
SourcesOfInterest,FEATURES,FC-36,SourcesOfInterest,FINK_PORTAL,QSO,36.0
AlertsOfInterest,FINK_PORTAL,SB*,AlertsOfInterest,FINK_PORTAL,SB*,36.0
SourcesOfInterest,FEATURES,FC-30,SourcesOfInterest,FEATURES,FC-30,30.0
SourcesOfInterest,FINK_PORTAL,YSO_Candidate,SourcesOfInterest,FINK_PORTAL,YSO_Candidate,30.0
AlertsOfInterest,FEATURES,FC-30,AlertsOfInterest,FEATURES,FC-30,30.0
AlertsOfInterest,FINK_PORTAL,blue,AlertsOfInterest,FINK_PORTAL,blue,30.0
AlertsOfInterest,FINK_PORTAL,YSO_Candidate,AlertsOfInterest,FINK_PORTAL,YSO_Candidate,30.0
SourcesOfInterest,FINK_PORTAL,blue,SourcesOfInterest,FINK_PORTAL,blue,30.0
SourcesOfInterest,FINK_PORTAL,Blue,SourcesOfInterest,FINK_PORTAL,Blue,27.0
AlertsOfInterest,FINK_PORTAL,Blue,AlertsOfInterest,FINK_PORTAL,Blue,27.0
SourcesOfInterest,FINK_PORTAL,WD*_Candidate,SourcesOfInterest,FINK_PORTAL,WD*_Candidate,27.0
AlertsOfInterest,FINK_PORTAL,WD*_Candidate,AlertsOfInterest,FINK_PORTAL,WD*_Candidate,27.0
SourcesOfInterest,FINK_PORTAL,C*,SourcesOfInterest,FINK_PORTAL,C*,26.0
SourcesOfInterest,FINK_PORTAL,RGB*,SourcesOfInterest,FINK_PORTAL,RGB*,26.0
AlertsOfInterest,FEATURES,FC-6,AlertsOfInterest,FINK_PORTAL,QSO,26.0
AlertsOfInterest,FINK_PORTAL,RGB*,AlertsOfInterest,FINK_PORTAL,RGB*,26.0
SourcesOfInterest,FINK_PORTAL,QSO,SourcesOfInterest,FEATURES,FC-6,26.0
SourcesOfInterest,FEATURES,FC-6,SourcesOfInterest,FINK_PORTAL,QSO,26.0
AlertsOfInterest,FINK_PORTAL,QSO,AlertsOfInterest,FEATURES,FC-6,26.0
AlertsOfInterest,FINK_PORTAL,C*,AlertsOfInterest,FINK_PORTAL,C*,26.0
AlertsOfInterest,FINK_PORTAL,CataclyV*,AlertsOfInterest,FINK_PORTAL,CataclyV*,24.0
SourcesOfInterest,FINK_PORTAL,CataclyV*,SourcesOfInterest,FINK_PORTAL,CataclyV*,24.0
AlertsOfInterest,FINK_PORTAL,PulsV*,AlertsOfInterest,FINK_PORTAL,PulsV*,23.0
SourcesOfInterest,FEATURES,FC-34,SourcesOfInterest,FEATURES,FC-34,23.0
SourcesOfInterest,FINK_PORTAL,PulsV*,SourcesOfInterest,FINK_PORTAL,PulsV*,23.0
AlertsOfInterest,FEATURES,FC-34,AlertsOfInterest,FEATURES,FC-34,23.0
SourcesOfInterest,FINK_PORTAL,Seyfert_1,SourcesOfInterest,FINK_PORTAL,Seyfert_1,22.0
AlertsOfInterest,FINK_PORTAL,Seyfert_1,AlertsOfInterest,FINK_PORTAL,Seyfert_1,22.0
AlertsOfInterest,FINK_PORTAL,QSO,AlertsOfInterest,FEATURES,FC-44,21.0
AlertsOfInterest,FINK_PORTAL,QSO,AlertsOfInterest,FEATURES,FC-41,21.0
AlertsOfInterest,FINK_PORTAL,QSO,AlertsOfInterest,FEATURES,FC-2,21.0
AlertsOfInterest,FEATURES,FC-2,AlertsOfInterest,FINK_PORTAL,QSO,21.0
AlertsOfInterest,FEATURES,FC-41,AlertsOfInterest,FINK_PORTAL,QSO,21.0
AlertsOfInterest,FEATURES,FC-44,AlertsOfInterest,FINK_PORTAL,QSO,21.0
SourcesOfInterest,FINK_PORTAL,QSO,SourcesOfInterest,FEATURES,FC-41,21.0
SourcesOfInterest,FEATURES,FC-2,SourcesOfInterest,FINK_PORTAL,QSO,21.0
SourcesOfInterest,FEATURES,FC-41,SourcesOfInterest,FINK_PORTAL,QSO,21.0
SourcesOfInterest,FEATURES,FC-44,SourcesOfInterest,FINK_PORTAL,QSO,21.0
SourcesOfInterest,FINK_PORTAL,QSO,SourcesOfInterest,FEATURES,FC-44,21.0
SourcesOfInterest,FINK_PORTAL,QSO,SourcesOfInterest,FEATURES,FC-2,21.0
AlertsOfInterest,FINK_PORTAL,Seyfert_2,AlertsOfInterest,FINK_PORTAL,Seyfert_2,19.0
AlertsOfInterest,FEATURES,FC-57,AlertsOfInterest,FEATURES,FC-57,19.0
SourcesOfInterest,FINK_PORTAL,Seyfert_2,SourcesOfInterest,FINK_PORTAL,Seyfert_2,19.0
SourcesOfInterest,FEATURES,FC-57,SourcesOfInterest,FEATURES,FC-57,19.0
AlertsOfInterest,FINK_PORTAL,LongPeriodV*_Candidate,AlertsOfInterest,FINK_PORTAL,LongPeriodV*_Candidate,18.0
SourcesOfInterest,FINK_PORTAL,LongPeriodV*_Candidate,SourcesOfInterest,FINK_PORTAL,LongPeriodV*_Candidate,18.0
SourcesOfInterest,FEATURES,FC-41,SourcesOfInterest,FINK_PORTAL,EclBin,17.0
SourcesOfInterest,FEATURES,FC-6,SourcesOfInterest,FINK_PORTAL,Solar System MPC,17.0
AlertsOfInterest,FINK_PORTAL,EclBin,AlertsOfInterest,FEATURES,FC-41,17.0
SourcesOfInterest,FINK_PORTAL,EclBin,SourcesOfInterest,FEATURES,FC-41,17.0
SourcesOfInterest,FINK_PORTAL,Solar System MPC,SourcesOfInterest,FEATURES,FC-6,17.0
AlertsOfInterest,FINK_PORTAL,Solar System MPC,AlertsOfInterest,FEATURES,FC-6,17.0
AlertsOfInterest,FEATURES,FC-41,AlertsOfInterest,FINK_PORTAL,EclBin,17.0
AlertsOfInterest,FEATURES,FC-6,AlertsOfInterest,FINK_PORTAL,Solar System MPC,17.0
SourcesOfInterest,FEATURES,FC-2,SourcesOfInterest,FINK_PORTAL,Solar System MPC,16.0
SourcesOfInterest,FEATURES,FC-5,SourcesOfInterest,FEATURES,FC-5,16.0
AlertsOfInterest,FINK_PORTAL,Solar System MPC,AlertsOfInterest,FEATURES,FC-2,16.0
SourcesOfInterest,FEATURES,FC-29,SourcesOfInterest,FEATURES,FC-29,16.0
AlertsOfInterest,FEATURES,FC-29,AlertsOfInterest,FEATURES,FC-29,16.0
AlertsOfInterest,FEATURES,FC-2,AlertsOfInterest,FINK_PORTAL,Solar System MPC,16.0
SourcesOfInterest,FINK_PORTAL,Solar System MPC,SourcesOfInterest,FEATURES,FC-2,16.0
AlertsOfInterest,FEATURES,FC-5,AlertsOfInterest,FEATURES,FC-5,16.0
AlertsOfInterest,FINK_PORTAL,EclBin,AlertsOfInterest,FEATURES,FC-23,15.0
SourcesOfInterest,FEATURES,FC-23,SourcesOfInterest,FINK_PORTAL,EclBin,15.0
SourcesOfInterest,FINK_PORTAL,EclBin,SourcesOfInterest,FEATURES,FC-23,15.0
AlertsOfInterest,FEATURES,FC-23,AlertsOfInterest,FINK_PORTAL,EclBin,15.0
AlertsOfInterest,FINK_PORTAL,QSO,AlertsOfInterest,FEATURES,FC-26,14.0
SourcesOfInterest,FEATURES,FC-6,SourcesOfInterest,FINK_PORTAL,EclBin,14.0
AlertsOfInterest,FEATURES,FC-26,AlertsOfInterest,FINK_PORTAL,QSO,14.0
SourcesOfInterest,FINK_PORTAL,EclBin,SourcesOfInterest,FEATURES,FC-6,14.0
SourcesOfInterest,FEATURES,FC-26,SourcesOfInterest,FINK_PORTAL,QSO,14.0
AlertsOfInterest,FINK_PORTAL,EclBin,AlertsOfInterest,FEATURES,FC-6,14.0
AlertsOfInterest,FINK_PORTAL,RSCVnV*,AlertsOfInterest,FINK_PORTAL,RSCVnV*,14.0
SourcesOfInterest,FINK_PORTAL,RSCVnV*,SourcesOfInterest,FINK_PORTAL,RSCVnV*,14.0
AlertsOfInterest,FEATURES,FC-6,AlertsOfInterest,FINK_PORTAL,EclBin,14.0
SourcesOfInterest,FINK_PORTAL,QSO,SourcesOfInterest,FEATURES,FC-26,14.0
AlertsOfInterest,FINK_PORTAL,Star,AlertsOfInterest,FEATURES,FC-41,13.0
SourcesOfInterest,FEATURES,FC-41,SourcesOfInterest,FINK_PORTAL,Star,13.0
SourcesOfInterest,FINK_PORTAL,Star,SourcesOfInterest,FEATURES,FC-41,13.0
AlertsOfInterest,FEATURES,FC-41,AlertsOfInterest,FINK_PORTAL,Star,13.0
AlertsOfInterest,FINK_PORTAL,LongPeriodV*,AlertsOfInterest,FEATURES,FC-15,12.0
SourcesOfInterest,FINK_PORTAL,LongPeriodV*,SourcesOfInterest,FEATURES,FC-15,12.0
SourcesOfInterest,FEATURES,FC-15,SourcesOfInterest,FINK_PORTAL,LongPeriodV*,12.0
AlertsOfInterest,FEATURES,FC-15,AlertsOfInterest,FINK_PORTAL,LongPeriodV*,12.0
SourcesOfInterest,FEATURES,FC-31,SourcesOfInterest,FEATURES,FC-31,11.0
SourcesOfInterest,FEATURES,FC-36,SourcesOfInterest,FINK_PORTAL,LongPeriodV*,11.0
AlertsOfInterest,FINK_PORTAL,AGB*,AlertsOfInterest,FINK_PORTAL,AGB*,11.0
AlertsOfInterest,FINK_PORTAL,Ambiguous,AlertsOfInterest,FINK_PORTAL,Ambiguous,11.0
AlertsOfInterest,FINK_PORTAL,QSO,AlertsOfInterest,FEATURES,FC-24,11.0
AlertsOfInterest,FEATURES,FC-16,AlertsOfInterest,FEATURES,FC-16,11.0
AlertsOfInterest,FINK_PORTAL,LongPeriodV*,AlertsOfInterest,FEATURES,FC-36,11.0
AlertsOfInterest,FEATURES,FC-24,AlertsOfInterest,FINK_PORTAL,QSO,11.0
SourcesOfInterest,FINK_PORTAL,LongPeriodV*,SourcesOfInterest,FEATURES,FC-36,11.0
SourcesOfInterest,FINK_PORTAL,QSO,SourcesOfInterest,FEATURES,FC-24,11.0
SourcesOfInterest,FEATURES,FC-24,SourcesOfInterest,FINK_PORTAL,QSO,11.0
AlertsOfInterest,FEATURES,FC-31,AlertsOfInterest,FEATURES,FC-31,11.0
SourcesOfInterest,FINK_PORTAL,AGB*,SourcesOfInterest,FINK_PORTAL,AGB*,11.0
SourcesOfInterest,FINK_PORTAL,Ambiguous,SourcesOfInterest,FINK_PORTAL,Ambiguous,11.0
SourcesOfInterest,FEATURES,FC-16,SourcesOfInterest,FEATURES,FC-16,11.0
AlertsOfInterest,FEATURES,FC-36,AlertsOfInterest,FINK_PORTAL,LongPeriodV*,11.0
AlertsOfInterest,FINK_PORTAL,QSO,AlertsOfInterest,FEATURES,FC-54,10.0
AlertsOfInterest,FEATURES,FC-54,AlertsOfInterest,FINK_PORTAL,QSO,10.0
SourcesOfInterest,FINK_PORTAL,QSO,SourcesOfInterest,FEATURES,FC-54,10.0
SourcesOfInterest,FEATURES,FC-54,SourcesOfInterest,FINK_PORTAL,QSO,10.0
AlertsOfInterest,FINK_PORTAL,YSO,AlertsOfInterest,FINK_PORTAL,YSO,10.0
SourcesOfInterest,FINK_PORTAL,YSO,SourcesOfInterest,FINK_PORTAL,YSO,10.0
AlertsOfInterest,FEATURES,FC-14,AlertsOfInterest,FINK_PORTAL,QSO,9.0
AlertsOfInterest,FEATURES,FC-52,AlertsOfInterest,FINK_PORTAL,QSO,9.0
SourcesOfInterest,FINK_PORTAL,QSO,SourcesOfInterest,FEATURES,FC-14,9.0
SourcesOfInterest,FEATURES,FC-14,SourcesOfInterest,FINK_PORTAL,QSO,9.0
SourcesOfInterest,FEATURES,FC-52,SourcesOfInterest,FINK_PORTAL,QSO,9.0
AlertsOfInterest,FINK_PORTAL,QSO,AlertsOfInterest,FEATURES,FC-14,9.0
AlertsOfInterest,FINK_PORTAL,BLLac,AlertsOfInterest,FINK_PORTAL,BLLac,9.0
AlertsOfInterest,FINK_PORTAL,QSO,AlertsOfInterest,FEATURES,FC-52,9.0
SourcesOfInterest,FINK_PORTAL,BLLac,SourcesOfInterest,FINK_PORTAL,BLLac,9.0
SourcesOfInterest,FINK_PORTAL,QSO,SourcesOfInterest,FEATURES,FC-52,9.0
AlertsOfInterest,FEATURES,FC-47,AlertsOfInterest,FEATURES,FC-47,8.0
SourcesOfInterest,FINK_PORTAL,Em*,SourcesOfInterest,FINK_PORTAL,Em*,8.0
SourcesOfInterest,FEATURES,FC-46,SourcesOfInterest,FEATURES,FC-46,8.0
SourcesOfInterest,FINK_PORTAL,PM*,SourcesOfInterest,FINK_PORTAL,PM*,8.0
AlertsOfInterest,FEATURES,FC-29,AlertsOfInterest,FINK_PORTAL,QSO,8.0
